S.N.,Car Name,Model,Chasis Number,Colour,Mileage,Engine,Grade,Details,Price,Landing,Location,imgURL,Picture,Status,Drive Image,First Image
25,Toyota Corolla Axio EX Package,2021,NRE161-0093036,Silver,"137,589",1500,3.5,"Toyota Safety Sense, Push start",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Unsold,https://drive.google.com/thumbnail?id=1n-2qGVNTzG4BeUoZ1r9EOYhF4RuL1Btz&sz=w1000|https://drive.google.com/thumbnail?id=1H9uESYTYlsRj-NCys2Durj_F1zASU8eS&sz=w1000|https://drive.google.com/thumbnail?id=1PJ9a1sEqMNu46Fd1SgtMD_prQAKtSHz3&sz=w1000|https://drive.google.com/thumbnail?id=1mzT-l7_3Ue4z8PngcU4ai6iZNl20rkBv&sz=w1000|https://drive.google.com/thumbnail?id=12g6tRXHGzKz-G5mEziLBctopJAclaV1M&sz=w1000|https://drive.google.com/thumbnail?id=1OM1Mjolz4Q9YMD-UZ0ahcaN3qklZVGKZ&sz=w1000|https://drive.google.com/thumbnail?id=1ajUo5piznuNqi7bv7V2eKufdlhEl0mh2&sz=w1000|https://drive.google.com/thumbnail?id=1U2I1Q3Wq1OOknz6qnXht1djaLbcfAEAg&sz=w1000,https://drive.google.com/thumbnail?id=1n-2qGVNTzG4BeUoZ1r9EOYhF4RuL1Btz&sz=w1000
26,Toyota Corolla Fielder Hybrid Package,2019,NKE165-7210725,Silver,"189,378",1500,3.5,Toyota Safety Sense,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1XcvkcefQwOR71HUoFOTlxgBigz2Uqx0_&sz=w1000|https://drive.google.com/thumbnail?id=1Mqf8qnCSHKXaaqX8vq4fURi1yTLHd3Be&sz=w1000|https://drive.google.com/thumbnail?id=1zl2_KjMctkEpEA1xWT5P6gP_XZcISzCq&sz=w1000|https://drive.google.com/thumbnail?id=1jDFDIZ_-CwBSy4b5CGTMHtT4N3mZT6WM&sz=w1000|https://drive.google.com/thumbnail?id=1fKlzyPBVXnvMvGTMfes5DvEIiEqkEGFD&sz=w1000|https://drive.google.com/thumbnail?id=1D786DLqFedcq2i8CHHawrpETFP30sU5t&sz=w1000|https://drive.google.com/thumbnail?id=1mHwNXU0HKu3lq3_z-8MnvOeqBS5tC1ew&sz=w1000|https://drive.google.com/thumbnail?id=1-0XWXGImFdoDKq15iA10ROc6oAQlIPn4&sz=w1000,https://drive.google.com/thumbnail?id=1XcvkcefQwOR71HUoFOTlxgBigz2Uqx0_&sz=w1000
27,Toyota Corolla Fielder Silver Hybrid Package,2019,DAA-NKE165G,Silver,"189,012",1500,R,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1fF7PxAKx0hH7v5SOcU42sagIbElmNPBM&sz=w1000|https://drive.google.com/thumbnail?id=1-cwj0SK4SbVmBZJunjpnIUnyt1kWo_gD&sz=w1000|https://drive.google.com/thumbnail?id=1gSxp8g1bH1cdedi2fvrhfTMMsozZ4Wx8&sz=w1000|https://drive.google.com/thumbnail?id=15noY_TgWeb4SYp9wLdFgTNdneg5nLJkR&sz=w1000|https://drive.google.com/thumbnail?id=1aUCYUujetINTq2M3uKcQI4r8KtQOtbDo&sz=w1000|https://drive.google.com/thumbnail?id=1L6NJHMR08oPvW7qfOpPj78QhK6MdifwK&sz=w1000|https://drive.google.com/thumbnail?id=1IBYkadPS6CP7pmUTvCBYw9Cz2olkzQ3I&sz=w1000|https://drive.google.com/thumbnail?id=1Pl2g7755PoaesieIj3Od2hVWnnfG6hZ7&sz=w1000|https://drive.google.com/thumbnail?id=1rpnRC7cUH1Y_WxyzS_NqgMfbfsn3SXLr&sz=w1000|https://drive.google.com/thumbnail?id=1PTYjx-AD-2L00vZ0zArglcOkumFsXkFx&sz=w1000|https://drive.google.com/thumbnail?id=1Q4b0hoy705vpN6sJQd8szeK041PVcrlA&sz=w1000|https://drive.google.com/thumbnail?id=1GFlnrr-wvRKSnwnRqc0Fi8IVBLq3ngke&sz=w1000|https://drive.google.com/thumbnail?id=1wg3TjrhbCN7YY7C267AvLLGFmEshEtnC&sz=w1000,https://drive.google.com/thumbnail?id=1fF7PxAKx0hH7v5SOcU42sagIbElmNPBM&sz=w1000
29,Toyota Regius Ace Van Long DX Package,2020,TRH200V,Silver,"108,216",2000,3,"Toyota Safety Sense, Vehicle Stability Control, Built-in ETC, Keyless entry",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1QxCdvRs8V3yqGZv-eveJj6xVlKygpdfN&sz=w1000|https://drive.google.com/thumbnail?id=112zzpWzpR1U3wAQWHuyogHmQHnjsarz2&sz=w1000|https://drive.google.com/thumbnail?id=1aS6ExfPuu8HqtZyVqCJYJYhGDo8RDd1N&sz=w1000|https://drive.google.com/thumbnail?id=1zP5-w8z9XOCeBQ3fLrcFir3gxA2YwjYt&sz=w1000|https://drive.google.com/thumbnail?id=1MrEKVg90uHRTtrl7n_iFkAYFCV1ytHfy&sz=w1000|https://drive.google.com/thumbnail?id=1ikAfyLEySyaS_Gxr1N09-5668vvUSBFF&sz=w1000|https://drive.google.com/thumbnail?id=1mPb58lAAXpZZXl5__L0oJLXObkuPwavs&sz=w1000|https://drive.google.com/thumbnail?id=1fxYbWskuiNfUOwWRH1h3X-4bYLwfPhAZ&sz=w1000|https://drive.google.com/thumbnail?id=1CkDS_m4vABojxy064K0fKIxb1bjprxLk&sz=w1000,https://drive.google.com/thumbnail?id=1QxCdvRs8V3yqGZv-eveJj6xVlKygpdfN&sz=w1000
31,Toyota Corolla Axio Hybrid G Package,2019,NKE165-7213231,White,"190,506",1500,3.5,"Toyota Safety Sense, Back camera",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1GjK5ehoEeydA9lUdDgYG15NA5KRpgumW&sz=w1000|https://drive.google.com/thumbnail?id=1741bqeZeXAjFnGZLMGsNCJsC-ENmgJis&sz=w1000|https://drive.google.com/thumbnail?id=1lbOO70JnpvQvY1HPxCc_1oNUVHL0dSPT&sz=w1000|https://drive.google.com/thumbnail?id=1q9LzUkr-WxNVzHHAd_aEfQ04J4O7tumO&sz=w1000|https://drive.google.com/thumbnail?id=1jpV_sqQ_oI1qNQ0wTnCC9xz9TB0w6-SL&sz=w1000|https://drive.google.com/thumbnail?id=1yfFxJrHZraLOng_oWYDfeppKEVuHUwX5&sz=w1000|https://drive.google.com/thumbnail?id=1yKJv9M8Duq9hA7_y4umoBeciTCUPGIAN&sz=w1000,https://drive.google.com/thumbnail?id=1GjK5ehoEeydA9lUdDgYG15NA5KRpgumW&sz=w1000
32,Toyota Corolla Axio White 2019 Hybrid G Package,2019,NKE165-7208209,White,"214,252",1500,3.5,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1bmGljnbFO7a2-m8H8EDZ0gg1WjVdhqM4&sz=w1000|https://drive.google.com/thumbnail?id=1xvfSLsQYkFCBcHQJU-aHux5YN5dR-Rww&sz=w1000|https://drive.google.com/thumbnail?id=1uugAezEGAqU0JC29myBmeVTU2mRWXXQ5&sz=w1000|https://drive.google.com/thumbnail?id=1o3KdNMbBv8wk_YhV50XSlKi9pBv_OSXW&sz=w1000|https://drive.google.com/thumbnail?id=1fHEC4RGMXxhZpzXfOH9nRaH5QGCkpOe6&sz=w1000|https://drive.google.com/thumbnail?id=1GT3Vp_6HxDPlca9deSAzf7onkA3nVQoG&sz=w1000|https://drive.google.com/thumbnail?id=1p22RzSSH4ovscawvRr06btS6kBm5ik3B&sz=w1000|https://drive.google.com/thumbnail?id=1mVVTSe6QoIoSh-8N5Bo99CmWqQdhlMdl&sz=w1000|https://drive.google.com/thumbnail?id=1j-U_yiH5dsbP6xLZxk9j-zwuVN1Iu0Mx&sz=w1000|https://drive.google.com/thumbnail?id=1D8zqUUgLhIGDEob1D9mMs0Qzv1PvrVVH&sz=w1000,https://drive.google.com/thumbnail?id=1bmGljnbFO7a2-m8H8EDZ0gg1WjVdhqM4&sz=w1000
33,Toyota Esquire White Hybrid Xi Package,2021,ZWR80-0513029,White,"77,090",1800,R,"Power slide on both sides, Front seat heater, Cruise control, Automatic high beam, Pre-crash safety",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1W4Ia5Uay9hAqti2g60hWCHsjw05E5Lsr&sz=w1000|https://drive.google.com/thumbnail?id=14SHndBfAk6HxamHFBzX3FSZgospG4wP8&sz=w1000|https://drive.google.com/thumbnail?id=1YNVfDbw5TjxLNfYcEwtyA3HhY9tx4lVa&sz=w1000|https://drive.google.com/thumbnail?id=1InbbF2ka3SljvoeFUlk-xsaKZrj2E4Db&sz=w1000|https://drive.google.com/thumbnail?id=1tlDrRNfYhdQ5qOXA-xJ-bPN88HZBcSvq&sz=w1000|https://drive.google.com/thumbnail?id=1qO4RqKz2sqD8stXerCXnzKhzk20DckNu&sz=w1000|https://drive.google.com/thumbnail?id=1dYwGURHzhn89MWuFd0MXO68-16qI6-HZ&sz=w1000|https://drive.google.com/thumbnail?id=1Fr5EPX6H7YWNWhloksLhzvVHc0aJ78Le&sz=w1000|https://drive.google.com/thumbnail?id=1fRsNu7rwflHUUzFJpyh1Qh4VejiIeZwv&sz=w1000|https://drive.google.com/thumbnail?id=1dxWjmhUHPvjuCY6HXt7TzHw_qYNRst9p&sz=w1000|https://drive.google.com/thumbnail?id=10u_Ezpsr64KFovHCgGG-kSR4hnkQgX0Q&sz=w1000,https://drive.google.com/thumbnail?id=1W4Ia5Uay9hAqti2g60hWCHsjw05E5Lsr&sz=w1000
36,Toyota Noah Hybrid Hybrid G Package,2019,ZWR80-0390032,White,"161,978",1800,3.5,"Toyota Safety Sense, Cruise control, Front seat heaters, Power sliding doors on both sides, Built-in ETC 2.0",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1XyvU4sZ6GBhojP_vlMy0ij4CRCIjNU_l&sz=w1000|https://drive.google.com/thumbnail?id=1RYX3PIoy9dvQwgJj5F92kiAGGadX_V4w&sz=w1000|https://drive.google.com/thumbnail?id=1Kq0m9EfE0BQEIRMygNHHzJWdltIUBLhR&sz=w1000|https://drive.google.com/thumbnail?id=1w-OZ3wznU99njT-DI5HlX1h_uJx7ytEA&sz=w1000|https://drive.google.com/thumbnail?id=1DPfISM6OQAShoGuJwd2bK7E6tHdN_9V7&sz=w1000|https://drive.google.com/thumbnail?id=1F6b-0Qtovo6jvPVsjBk0JvBpG8g6Xen4&sz=w1000|https://drive.google.com/thumbnail?id=17SdBuTMR9rCi552WahlWWFlny9Fa5v3T&sz=w1000|https://drive.google.com/thumbnail?id=1vgdVQdfh-bu8fLDqgNaS-f6i-MHwuB-E&sz=w1000,https://drive.google.com/thumbnail?id=1XyvU4sZ6GBhojP_vlMy0ij4CRCIjNU_l&sz=w1000
37,Toyota Noah Hybrid X Package,2019,DAA-ZWR80G,Pearl,"179,564",1800,3,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1vkD1OV_E8ZaIxlJwpp20pIYw4WTsz3aH&sz=w1000|https://drive.google.com/thumbnail?id=1x8Z7j4VNKQ3_VAgQBfUvernf80OM6Fyt&sz=w1000|https://drive.google.com/thumbnail?id=1iSwkFO7HhfrmORDshVOOobCp3HGiazrI&sz=w1000|https://drive.google.com/thumbnail?id=1XWBrXfPoDBOj5-WxiH2F2aW2eH9T3aav&sz=w1000|https://drive.google.com/thumbnail?id=1PuMYcw8YspKMLFeqZ07sLDXdCQ5RWToF&sz=w1000|https://drive.google.com/thumbnail?id=1HovoHYa8y84Ng_y3KUXUcKUcY3FDMuiL&sz=w1000|https://drive.google.com/thumbnail?id=1yarvK8zae3cGdgRith3g6POqdu7pllYN&sz=w1000|https://drive.google.com/thumbnail?id=1BWFNE-yoyObHb_diEP-QWBu0xOOX0vxx&sz=w1000,https://drive.google.com/thumbnail?id=1vkD1OV_E8ZaIxlJwpp20pIYw4WTsz3aH&sz=w1000
38,Toyota Noah Hybrid X Package,2021,6AA-ZWR80G,Pearl,"148,341",1800,RA,"Push start, Left side power sliding door",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1IqJvPFwgHgBW3VlSkIud1pt5KG3Mbv1-&sz=w1000|https://drive.google.com/thumbnail?id=1WXtKbaLtvjcpRqOPkFwsXakqxo7j18uB&sz=w1000|https://drive.google.com/thumbnail?id=1Ps9ILSokSCP-BUTDly0plC6rkcUMJssD&sz=w1000|https://drive.google.com/thumbnail?id=1u850GZN8KzzknyfMuIpj6MuD4cRkw2XX&sz=w1000|https://drive.google.com/thumbnail?id=1N9AQt9ijceSx5K250XkXcWtWo0BMFf3Y&sz=w1000|https://drive.google.com/thumbnail?id=1VuT7ywKZ9ZV6WCex_-5lz8Yh1iKuKRod&sz=w1000|https://drive.google.com/thumbnail?id=10Ad_GSOBBrTDf_HOqxaqgWS1lb4_NT1U&sz=w1000|https://drive.google.com/thumbnail?id=17X-YTpH0Kch7dAGjBv8OebCTWi4z3RN8&sz=w1000,https://drive.google.com/thumbnail?id=1IqJvPFwgHgBW3VlSkIud1pt5KG3Mbv1-&sz=w1000
39,Toyota Regius Ace Van Super GL Package ,2019,CBF-TRH200V,Pearl,"144,051",2000,3,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1ewkEBKmDFDpcqb8hv75Mi0hRziaollbH&sz=w1000|https://drive.google.com/thumbnail?id=18wKUlKg7hUIbZpKRWAGeE4coztA2_FtG&sz=w1000|https://drive.google.com/thumbnail?id=1xQb8vsCZOQ44-4M7hmOnaVejI-gXouSr&sz=w1000|https://drive.google.com/thumbnail?id=11mCew87i3tP4aHa9CyZeZArhdqdPxYBO&sz=w1000|https://drive.google.com/thumbnail?id=1YWc9JNWD9RRgXDV4qPDH8yGH0906JBMh&sz=w1000|https://drive.google.com/thumbnail?id=1MCHdrz_HxlA8gOSP5nzAw_mLMldswX8C&sz=w1000|https://drive.google.com/thumbnail?id=16qlTTkGw727waUTA7fZx75FMNd7fAya1&sz=w1000|https://drive.google.com/thumbnail?id=1j88XrY53CGeTzMU2pfE6S3pH8HN2hjra&sz=w1000,https://drive.google.com/thumbnail?id=1ewkEBKmDFDpcqb8hv75Mi0hRziaollbH&sz=w1000
40,Toyota Corolla Fielder HV G WxB,2019,NKE165-7213385,Pearl,"196,376",1500,3.5,Front seat heater,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1wGfT9C2Sqg8C-X-T_ileTdTvseM5oLVz&sz=w1000|https://drive.google.com/thumbnail?id=1sO2VPP1D-R62DAVwsToa1bHvATgAVL2U&sz=w1000|https://drive.google.com/thumbnail?id=11Al1pmed-jv2q2V-xeF-qIia1BdIctgi&sz=w1000|https://drive.google.com/thumbnail?id=11hxsWm_e76Qv5c9r9f_-u0JsZZJB5Y6Q&sz=w1000|https://drive.google.com/thumbnail?id=1tlTDKePlRkek5H5y2TmR3TqmkIt3uh3H&sz=w1000|https://drive.google.com/thumbnail?id=1J_pgEqu-KL_7XO1-M20hznN35cxe5zTH&sz=w1000|https://drive.google.com/thumbnail?id=1AzjtzQAutNE0UbaSAWosVWetyCsfA4IP&sz=w1000|https://drive.google.com/thumbnail?id=1Q-1Y-xu-__sipi6hUy2_0-T02AuEUs1R&sz=w1000|https://drive.google.com/thumbnail?id=1MO1QQ_sTCDHYi7MaYxQiySLjvP3PHORY&sz=w1000|https://drive.google.com/thumbnail?id=1YGNwQi676S2VM0Y-308zwNK1yY3bJSgU&sz=w1000|https://drive.google.com/thumbnail?id=1AOVOqYXzXu4hvAF5T6sEI_JV1waIcLrt&sz=w1000|https://drive.google.com/thumbnail?id=1u1LUsEXQUTnM4eki7xKotZjI17LR8cGE&sz=w1000,https://drive.google.com/thumbnail?id=1wGfT9C2Sqg8C-X-T_ileTdTvseM5oLVz&sz=w1000
41,Toyota Hiace Super GL Dark Prime ii,2019,TRH200-0298845,Black,"160,779",2000,3,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1qGKRH_j9y8TxYEJnjx74V6M6oHrFkSb9&sz=w1000|https://drive.google.com/thumbnail?id=1FI2VxvEvpSCC5es6sBrvGqyT9El8p6js&sz=w1000|https://drive.google.com/thumbnail?id=1DqZhgUATaADmhxgez9Sreq61SJfWcKjT&sz=w1000|https://drive.google.com/thumbnail?id=1MUEu2sSaHvQWqpgG2Iom_AYCXv85nk--&sz=w1000|https://drive.google.com/thumbnail?id=1KQt_Ie5Uy6ZBnFm3U8rP1JwuB97H8NbR&sz=w1000|https://drive.google.com/thumbnail?id=1UdYmAuVzjXihEGyRnl_CNt15lk5EnGeT&sz=w1000|https://drive.google.com/thumbnail?id=1dHbgcaprFAeYLb0M6A5y632nu53YTUUN&sz=w1000|https://drive.google.com/thumbnail?id=1KcZJxsiia8JaiW1NzqxCTA-euxOnw2zo&sz=w1000,https://drive.google.com/thumbnail?id=1qGKRH_j9y8TxYEJnjx74V6M6oHrFkSb9&sz=w1000
42,Toyota Land Cruiser 250 (2024),2024,GDJ250-0001322,Pearl,"14,520",2800,5,"18-inch off-road tires, Round Bi-Beam LED headlights (with auto-leveling function)+LED clearance lights (with Follow Me Home function) & LED daytime running lights265/70R18 tires & 18x7 1/2J aluminum wheels",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1G54YKYTlEeD90droiFftG5zD9HDasFLT&sz=w1000|https://drive.google.com/thumbnail?id=1cwZxjjBO9Efv_iclgsv1efl8X-GJrkQ2&sz=w1000|https://drive.google.com/thumbnail?id=1P8_AfH5DNSX7b7kbBmJYHT6YtrAnJkny&sz=w1000|https://drive.google.com/thumbnail?id=1kgXA3Ret1S_LAAo9TIH_Upo7NX89NUJa&sz=w1000|https://drive.google.com/thumbnail?id=1AIe3udaLy52VzclwzxFX-loTwxq0BZem&sz=w1000|https://drive.google.com/thumbnail?id=1IwXODn9881A_zRvdRfjwuqaagYizl9Us&sz=w1000|https://drive.google.com/thumbnail?id=14rTxQcgKQPiF06sAc0Q7ffWd8nvkGZ91&sz=w1000|https://drive.google.com/thumbnail?id=1iXFltMwrD3GUw4Lkow3j7o9fibDcls-m&sz=w1000,https://drive.google.com/thumbnail?id=1G54YKYTlEeD90droiFftG5zD9HDasFLT&sz=w1000
44,Toyota Corolla Cross Hybrid Z Package,2022,ZVG11-1030937,Black,"50,400",1800,4.5,"Push Start, Smart Key",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1MHG0sdE1Q_RiwiKyuj4Cw8BvBxCLuLYi&sz=w1000|https://drive.google.com/thumbnail?id=1naV4wn8gZBu5ZNud2Nq5PGl4Os4rb9a9&sz=w1000|https://drive.google.com/thumbnail?id=1QHlxQzUTpbxZLA-yHEaCbGdEiRZ6lOad&sz=w1000|https://drive.google.com/thumbnail?id=1eQ54qCCklCG-fZFxdClZ6RUIjUNr12nQ&sz=w1000|https://drive.google.com/thumbnail?id=1mmCD60oGSP0GMzlxIAhXcJun9KrxxCOZ&sz=w1000|https://drive.google.com/thumbnail?id=1KAuw0Xi1zzTRX8Y6TuFZ-l9ChCtQ4VyP&sz=w1000,https://drive.google.com/thumbnail?id=1MHG0sdE1Q_RiwiKyuj4Cw8BvBxCLuLYi&sz=w1000
49,Toyota Corolla Axio ,,,,,1500,,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,,https://drive.google.com/thumbnail?id=1I6sclXBw92_EBhHMQU6dLsbL0M8cLUqH&sz=w1000|https://drive.google.com/thumbnail?id=1m-ArKBj2L4RHbyhdt41JaeEZgqRa11xK&sz=w1000|https://drive.google.com/thumbnail?id=1ODxd_ymnHIfe__Ok9p2tkGE31RHBZbom&sz=w1000|https://drive.google.com/thumbnail?id=1-K_xq0V-FAQg3bYkBOcOfANlIa2K8deE&sz=w1000|https://drive.google.com/thumbnail?id=1SJ8fq5TuOoEAHL3FdnroNzNyLU7aGpTH&sz=w1000|https://drive.google.com/thumbnail?id=1sybfrfiRk7QH-TfJkDeioNTXcYYmaFBU&sz=w1000|https://drive.google.com/thumbnail?id=1_RNcDoftDppCTSP02M9WiMfv9Mk90Rzh&sz=w1000|https://drive.google.com/thumbnail?id=1ijYdW1Y3R7prkgwSHlb0Tt2JCZYYmbJC&sz=w1000|https://drive.google.com/thumbnail?id=1-3ArhXIRDo6pggIIW_m0SmDvaDMN4UbK&sz=w1000|https://drive.google.com/thumbnail?id=1VGfbJsI09yRR_ABuh8LMhpHshEKakynl&sz=w1000|https://drive.google.com/thumbnail?id=1lHVfYn9FQL2pRGMqaj9Vl5ISc8YQP99O&sz=w1000|https://drive.google.com/thumbnail?id=1Y-0nBqQ33Tq__Nf35Csg02b_y2LODqwR&sz=w1000|https://drive.google.com/thumbnail?id=1ES-Q2jmviXbcI0cithA-KJ3aV-Rv-7jW&sz=w1000,https://drive.google.com/thumbnail?id=1I6sclXBw92_EBhHMQU6dLsbL0M8cLUqH&sz=w1000
50,Toyota C-HR G Mode Package,,,,,,,,1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1iZ7wtt1qjehWx6HEn7R3EnnQM2lCT51p&sz=w1000|https://drive.google.com/thumbnail?id=1rSTPjXzP1RpEyakUn7VgomDuI1Nq5Nkg&sz=w1000|https://drive.google.com/thumbnail?id=1uvC4MPxY6V3IcJJ8cYDOT7MB_wkWngD_&sz=w1000|https://drive.google.com/thumbnail?id=1MjbCPcNZEbjeR55V79UZS5yob-o5NkNu&sz=w1000|https://drive.google.com/thumbnail?id=1J8RyrzDnJqTtdbOxuFpDoSnQB87W5uir&sz=w1000|https://drive.google.com/thumbnail?id=1v6TFFigjANjxZEKegtCU7DlMp1gJAlDU&sz=w1000|https://drive.google.com/thumbnail?id=160_0mfclZMKvtFEnwADPdTvtfhgfP2oi&sz=w1000|https://drive.google.com/thumbnail?id=17NrL6O4jFT30yFqbfaJm1SsmJ8giDPxE&sz=w1000|https://drive.google.com/thumbnail?id=157pWDRng1_jgC7rJJ3tXM-McE63hP8o1&sz=w1000|https://drive.google.com/thumbnail?id=1H7XyTAxHW21gOsG-7pmgURjhnBY3msI_&sz=w1000|https://drive.google.com/thumbnail?id=1doyo7VKTq_yiOC-A2RVkqGPQ6F5QnTNp&sz=w1000|https://drive.google.com/thumbnail?id=1BskUbQK1l-X1FKA8qf5dYF5pqi9PGgSo&sz=w1000|https://drive.google.com/thumbnail?id=1LssuTXaKML6GTSKZ4wpWM-d3G1C2-XME&sz=w1000|https://drive.google.com/thumbnail?id=1VPi3GhCFsj6IT_Q_lohC5cQGIy5y42lf&sz=w1000|https://drive.google.com/thumbnail?id=1v-od4aVm2HPMSPvUo5y5WQfpemzOE5U9&sz=w1000|https://drive.google.com/thumbnail?id=1pacOoOuB6zEASxTv_g6tmwgYKyjS-Ca5&sz=w1000|https://drive.google.com/thumbnail?id=1ukglmWxxvpvEk9tJXUciji2aeJALPRNi&sz=w1000|https://drive.google.com/thumbnail?id=1gI9B9nTpB_qYltmGSMqdf0JEE25WQAqv&sz=w1000|https://drive.google.com/thumbnail?id=1frYgTD0IzARNTT4uqR0MEbrl51ubswg-&sz=w1000,https://drive.google.com/thumbnail?id=1iZ7wtt1qjehWx6HEn7R3EnnQM2lCT51p&sz=w1000
55,Toyota Corolla Fielder Hybrid G Package,2019,NKE165-7215041,Silver,"45,488",1500,3.5,"Push Start, Smart Key Entry",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1mJj_pKaSzejqmk-6oLCiwt83bPSsf50Y&sz=w1000|https://drive.google.com/thumbnail?id=1qVqpf6hP0kS-sZi3KwHWYJ9Hb6ZmZ59s&sz=w1000|https://drive.google.com/thumbnail?id=1ETFgBaLITl9CjoOWyAnuMj6rOTaDGmPI&sz=w1000|https://drive.google.com/thumbnail?id=1nzvhOTbT19mS-__G4ssrzN7w6CebcawI&sz=w1000|https://drive.google.com/thumbnail?id=1KKwsqfYlf2n5x7vTn9amgrSZno6oB0YV&sz=w1000|https://drive.google.com/thumbnail?id=1CXN4szY3gtafO2BwqdShk4QTFZqncnQ5&sz=w1000|https://drive.google.com/thumbnail?id=1IIDcUeL19kkloK-JOmX0s-nNAaEXbre8&sz=w1000|https://drive.google.com/thumbnail?id=12D3oWjavfxh9IVxZE5qEf7V9BSWueiVu&sz=w1000,https://drive.google.com/thumbnail?id=1mJj_pKaSzejqmk-6oLCiwt83bPSsf50Y&sz=w1000
56,Toyota Premio 1.5F EX Package,2021,NZT260-3231181,Galactic Aqua,"109,134",1500,4,"Half Leather Seat, LED Headlight, Smart Key",1000000,,Dhaka,https://drive.google.com/thumbnail?id=1zzweIipUG3QyVSK6wrPsbWZFJY3qCHKL&sz=w1000,Picture,Sold,https://drive.google.com/thumbnail?id=1ZVAcwHYNJnepPgHJoI_isTeSpjAibJa5&sz=w1000|https://drive.google.com/thumbnail?id=1SM_jbsjXV0w_gP0ZochTEHDfMXc1CJmh&sz=w1000|https://drive.google.com/thumbnail?id=1d8Jsjw2Qih1M7v8hIADWcnPNBSJ5Ourz&sz=w1000|https://drive.google.com/thumbnail?id=1QuYQqwIDnvyQmeEfJ7uaKOzGGPrnWjvB&sz=w1000|https://drive.google.com/thumbnail?id=1NQ5ngI_LfS07ioFVCzhgUQAsW0iEB6EF&sz=w1000|https://drive.google.com/thumbnail?id=1LNo1xui14NB41B5fei20cROUHttqxaor&sz=w1000|https://drive.google.com/thumbnail?id=1DFwnR2xf6ikw5XN-Ino-zOz9hpR5kDC3&sz=w1000|https://drive.google.com/thumbnail?id=1BlkizBJbVd_vICfTiHBefAsvYWjdtf3u&sz=w1000,https://drive.google.com/thumbnail?id=1ZVAcwHYNJnepPgHJoI_isTeSpjAibJa5&sz=w1000
